2010-01-04	80.32
2010-01-05	80.22
2010-01-06	81.83
2010-01-07	81.43
2010-01-08	81.98
2010-01-11	80.97
2010-01-12	79.1
2010-01-13	78.79
2010-01-14	78.22
2010-01-15	77.13
2010-01-18	77.02
2010-01-19	77.52
2010-01-20	76.02
2010-01-21	74.29
2010-01-22	72.3
2010-01-25	73.6
2010-01-26	73.18
2010-01-27	72.27
2010-01-28	72.32
2010-01-29	71.18
2010-02-01	73.55
2010-02-02	75.82
2010-02-03	75.86
2010-02-04	71.71
2010-02-05	70.15
2010-02-08	70.36
2010-02-09	72.58
2010-02-10	73.21
2010-02-11	74.08
2010-02-12	72.88
2010-02-15	72.32
2010-02-16	75.9
2010-02-17	76.16
2010-02-18	77.19
2010-02-19	78.36
2010-02-22	78.32
2010-02-23	77.35
2010-02-24	78.36
2010-02-25	76.33
2010-02-26	77.82
2010-03-01	77.35
2010-03-02	78.35
2010-03-03	79.63
2010-03-04	79.18
2010-03-05	80.35
2010-03-08	80.52
2010-03-09	79.99
2010-03-10	80.61
2010-03-11	80.91
2010-03-12	79.82
2010-03-15	78.66
2010-03-16	80.72
2010-03-17	81.8
2010-03-18	81.3
2010-03-19	79.8
2010-03-22	80.63
2010-03-23	80.29
2010-03-24	79.27
2010-03-25	79.32
2010-03-26	79.3
2010-03-29	81.93
2010-03-30	82.02
2010-03-31	82.77
2010-04-01	84.81
2010-04-05	86.56
2010-04-06	86.64
2010-04-07	85.93
2010-04-08	85.79
2010-04-09	85.68
2010-04-12	85.67
2010-04-13	85.21
2010-04-14	86.87
2010-04-15	87.51
2010-04-16	85.74
2010-04-19	84.46
2010-04-20	84.96
2010-04-21	85.74
2010-04-22	85.65
2010-04-23	87.21
2010-04-26	86.57
2010-04-27	85.2
2010-04-28	86.26
2010-04-29	87.01
2010-04-30	87.42
2010-05-03	88.77
2010-05-04	85.16
2010-05-05	82.24
2010-05-06	79.76
2010-05-07	78.54
2010-05-10	81.63
2010-05-11	81.35
2010-05-12	82.34
2010-05-13	81.04
2010-05-14	78.18
2010-05-17	75.55
2010-05-18	74.24
2010-05-19	73.79
2010-05-20	70.82
2010-05-21	71.93
2010-05-24	71.01
2010-05-25	70.43
2010-05-26	71.18
2010-05-27	74.83
2010-05-28	74.18
2010-05-31	74.38
2010-06-01	72.1
2010-06-02	74.51
2010-06-03	75.33
2010-06-04	71.54
2010-06-07	72.46
2010-06-08	73.19
2010-06-09	74.6
2010-06-10	76.07
2010-06-11	75.54
2010-06-14	75.1
2010-06-15	77.24
2010-06-16	77.99
2010-06-17	78.55
2010-06-18	78.32
2010-06-21	78.32
2010-06-22	77.66
2010-06-23	76.02
2010-06-24	76.38
2010-06-25	78.46
2010-06-28	77.49
2010-06-29	75.13
2010-06-30	74.69
2010-07-01	72.19
2010-07-02	71.63
2010-07-05	71.66
2010-07-06	71.77
2010-07-07	74.46
2010-07-08	75.44
2010-07-09	75.88
2010-07-12	74.35
2010-07-13	76.66
2010-07-14	76.27
2010-07-15	76.27
2010-07-16	75.13
2010-07-19	75.46
2010-07-20	76.46
2010-07-21	75.13
2010-07-22	77.6
2010-07-23	77.46
2010-07-26	77.36
2010-07-27	75.8
2010-07-28	75.85
2010-07-29	77.46
2010-07-30	78.13
2010-08-02	80.88
2010-08-03	82.56
2010-08-04	82.14
2010-08-05	81.63
2010-08-06	80.74
2010-08-09	81.38
2010-08-10	79.99
2010-08-11	77.44
2010-08-12	75.82
2010-08-13	75.66
2010-08-16	75.46
2010-08-17	76.63
2010-08-18	76.27
2010-08-19	75.21
2010-08-20	74.33
2010-08-23	73.58
2010-08-24	72.27
2010-08-25	73.77
2010-08-26	74.66
2010-08-27	76.82
2010-08-30	76.01
2010-08-31	74.35
2010-09-01	76.29
2010-09-02	76.72
2010-09-03	76.43
2010-09-06	76.79
2010-09-07	77.36
2010-09-08	78.13
2010-09-09	77.02
2010-09-10	78.26
2010-09-13	79.1
2010-09-14	79.05
2010-09-15	79.01
2010-09-16	78.41
2010-09-17	78.27
2010-09-20	79.6
2010-09-21	78.36
2010-09-22	78.4
2010-09-23	78.13
2010-09-24	79.07
2010-09-27	78.38
2010-09-28	78.94
2010-09-29	80.91
2010-09-30	82.39
2010-10-01	83.96
2010-10-04	83.51
2010-10-05	84.79
2010-10-06	85.28
2010-10-07	83.4
2010-10-08	84.46
2010-10-11	83.79
2010-10-12	83.76
2010-10-13	84.95
2010-10-14	84.18
2010-10-15	82.54
2010-10-18	84.12
2010-10-19	80.77
2010-10-20	83.6
2010-10-21	81.96
2010-10-22	83.18
2010-10-25	83.37
2010-10-26	83.45
2010-10-27	83.24
2010-10-28	83.37
2010-10-29	83.06
2010-11-01	84.46
2010-11-02	85.65
2010-11-03	86.48
2010-11-04	87.98
2010-11-05	88.46
2010-11-08	88.42
2010-11-09	88.16
2010-11-10	89.32
2010-11-11	88.99
2010-11-12	86.21
2010-11-15	86.52
2010-11-16	84.73
2010-11-17	83.13
2010-11-18	85.43
2010-11-19	84.28
2010-11-22	83.68
2010-11-23	82.99
2010-11-24	86.03
2010-11-25	85.88
2010-11-26	85.76
2010-11-29	87.49
2010-11-30	85.54
2010-12-01	88.96
2010-12-02	90.67
2010-12-03	91.59
2010-12-06	90.96
2010-12-07	90.85
2010-12-08	91.17
2010-12-09	91.41
2010-12-10	90.6
2010-12-13	90.98
2010-12-14	91.46
2010-12-15	91.98
2010-12-16	91.73
2010-12-17	91.64
2010-12-20	92.51
2010-12-21	93.41
2010-12-22	93.7
2010-12-23	94.29
2010-12-24	93.43
2010-12-27	93.59
2010-12-28	94.1
2010-12-29	93.93
2010-12-30	92.59
2010-12-31	94.49
2011-01-04	93.26
2011-01-05	95.57
2011-01-06	94.43
2011-01-07	93.56
2011-01-10	95.57
2011-01-11	97.15
2011-01-12	97.5
2011-01-13	97.63
2011-01-14	98.5
2011-01-17	97.59
2011-01-18	97.58
2011-01-19	97.94
2011-01-20	96.32
2011-01-21	97.48
2011-01-24	96.48
2011-01-25	95.38
2011-01-26	98.2
2011-01-27	97.3
2011-01-28	99.27
2011-01-31	100.5
2011-02-01	101.55
2011-02-02	102.39
2011-02-03	101.85
2011-02-04	99.94
2011-02-07	99.15
2011-02-08	100.19
2011-02-09	102.05
2011-02-10	101.62
2011-02-11	101.41
2011-02-14	103.02
2011-02-15	101.75
2011-02-16	103.92
2011-02-17	102.83
2011-02-18	102.96
2011-02-21	108
2011-02-22	106.48
2011-02-23	112.21
2011-02-24	110.82
2011-02-25	112.3
2011-02-28	111.88
2011-03-01	116.58
2011-03-02	116.34
2011-03-03	114.59
2011-03-04	116.14
2011-03-07	114.71
2011-03-08	112.89
2011-03-09	116.12
2011-03-10	115.06
2011-03-11	113.4
2011-03-14	113.78
2011-03-15	108.19
2011-03-16	110.4
2011-03-17	115
2011-03-18	114.49
2011-03-21	114.6
2011-03-22	116.09
2011-03-23	115.27
2011-03-24	115.88
2011-03-25	116.02
2011-03-28	114.85
2011-03-29	115.2
2011-03-30	115.23
2011-03-31	117.01
2011-04-01	119.13
2011-04-04	121.08
2011-04-05	121.53
2011-04-06	122
2011-04-07	122.52
2011-04-08	126.76
2011-04-11	123.23
2011-04-12	120.57
2011-04-13	122.46
2011-04-14	122.29
2011-04-15	123.66
2011-04-18	121.84
2011-04-19	121.19
2011-04-20	123.88
2011-04-21	124
2011-04-25	123.65
2011-04-26	123.83
2011-04-27	125.56
2011-04-28	124.76
2011-04-29	126.08
2011-05-02	124.63
2011-05-03	122.18
2011-05-04	120.7
2011-05-05	110.54
2011-05-06	110.03
2011-05-09	116.21
2011-05-10	117.5
2011-05-11	113.1
2011-05-12	112.32
2011-05-13	113.3
2011-05-16	110.25
2011-05-17	110.66
2011-05-18	112.14
2011-05-19	111.41
2011-05-20	112.38
2011-05-23	109.83
2011-05-24	112.2
2011-05-25	115
2011-05-26	114.95
2011-05-27	114.96
2011-05-30	114.54
2011-05-31	116.62
2011-06-01	114.05
2011-06-02	115.9
2011-06-03	116.08
2011-06-06	114.21
2011-06-07	116.97
2011-06-08	117.73
2011-06-09	119.69
2011-06-10	118.4
2011-06-13	118.78
2011-06-14	119.27
2011-06-15	113.86
2011-06-16	114.02
2011-06-17	113.13
2011-06-20	111.5
2011-06-21	110.68
2011-06-22	113.44
2011-06-23	108.5
2011-06-24	105.58
2011-06-27	106.6
2011-06-28	108.78
2011-06-29	112.64
2011-06-30	111.99
2011-07-01	111.47
2011-07-04	111.45
2011-07-05	113.84
2011-07-06	114.27
2011-07-07	118.44
2011-07-08	118.25
2011-07-11	116.42
2011-07-12	116.1
2011-07-13	117.7
2011-07-14	116.51
2011-07-15	117.64
2011-07-18	116.32
2011-07-19	117.32
2011-07-20	118.14
2011-07-21	117.8
2011-07-22	118.56
2011-07-25	117.71
2011-07-26	118.06
2011-07-27	117.43
2011-07-28	117.35
2011-07-29	116.78
2011-08-01	116.67
2011-08-02	115.87
2011-08-03	113.45
2011-08-04	107.62
2011-08-05	109.49
2011-08-08	103.75
2011-08-09	104.92
2011-08-10	105.71
2011-08-11	108.01
2011-08-12	107.86
2011-08-15	109.6
2011-08-16	109.49
2011-08-17	110.56
2011-08-18	106.58
2011-08-19	109.17
2011-08-22	108.52
2011-08-23	109.69
2011-08-24	110.3
2011-08-25	110.42
2011-08-26	111.11
2011-08-29	112.23
2011-08-30	113.95
2011-08-31	114.55
2011-09-01	114.13
2011-09-02	112.58
2011-09-05	109.97
2011-09-06	113.23
2011-09-07	116.09
2011-09-08	114.08
2011-09-09	112.5
2011-09-12	110.86
2011-09-13	109.44
2011-09-14	109.59
2011-09-15	112.22
2011-09-16	112.08
2011-09-19	109.42
2011-09-20	110.44
2011-09-21	109.02
2011-09-22	105.33
2011-09-23	103.78
2011-09-26	104.93
2011-09-27	107.06
2011-09-28	103.31
2011-09-29	104.84
2011-09-30	102.3
2011-10-03	100.67
2011-10-04	101.89
2011-10-05	102.62
2011-10-06	105.47
2011-10-07	105.75
2011-10-10	107.08
2011-10-11	107.62
2011-10-12	108.72
2011-10-13	109.21
2011-10-14	112.69
2011-10-17	109.95
2011-10-18	111.17
2011-10-19	108.56
2011-10-20	109.92
2011-10-21	109.79
2011-10-24	111.3
2011-10-25	111.03
2011-10-26	109.53
2011-10-27	112.23
2011-10-28	110.03
2011-10-31	109.17
2011-11-01	109.42
2011-11-02	109.7
2011-11-03	110.87
2011-11-04	112.31
2011-11-07	114.83
2011-11-08	115.2
2011-11-09	112.22
2011-11-10	113.06
2011-11-11	114.09
2011-11-14	111.34
2011-11-15	112.42
2011-11-16	110.86
2011-11-17	107.74
2011-11-18	107.6
2011-11-21	106.75
2011-11-22	108.64
2011-11-23	107.04
2011-11-24	107.72
2011-11-25	106.55
2011-11-28	108.62
2011-11-29	110.49
2011-11-30	110.42
2011-12-01	108.99
2011-12-02	110.09
2011-12-05	109.34
2011-12-06	110.61
2011-12-07	109.66
2011-12-08	107.51
2011-12-09	108.94
2011-12-12	107.01
2011-12-13	109.19
2011-12-14	103.91
2011-12-15	103.22
2011-12-16	103.69
2011-12-19	103.85
2011-12-20	107.08
2011-12-21	107.94
2011-12-22	107.72
2011-12-23	107.98
2011-12-27	108.95
2011-12-28	107.45
2011-12-29	107.91
2011-12-30	107.22
2012-01-03	112.15
2012-01-04	113.44
2012-01-05	112.31
2012-01-06	113.48
2012-01-09	112.28
2012-01-10	113.32
2012-01-11	112.64
2012-01-12	111.09
2012-01-13	111.02
2012-01-16	111.42
2012-01-17	111.5
2012-01-18	110.94
2012-01-19	111.39
2012-01-20	110.11
2012-01-23	110.92
2012-01-24	110.32
2012-01-25	110.5
2012-01-26	111.07
2012-01-27	111.62
2012-01-30	111.04
2012-01-31	111.09
2012-02-01	111.35
2012-02-02	112.51
2012-02-03	114.66
2012-02-06	116.46
2012-02-07	116.05
2012-02-08	117.83
2012-02-09	118.66
2012-02-10	117.66
2012-02-13	117.23
2012-02-14	117.53
2012-02-15	119.04
2012-02-16	120.06
2012-02-17	119.76
2012-02-20	120.03
2012-02-21	121.5
2012-02-22	122.64
2012-02-23	124.12
2012-02-24	125.31
2012-02-27	123.38
2012-02-28	121.77
2012-02-29	122.95
2012-03-01	125.96
2012-03-02	123.63
2012-03-05	124.2
2012-03-06	122.19
2012-03-07	124.25
2012-03-08	125.57
2012-03-09	125.94
2012-03-12	125.05
2012-03-13	125.61
2012-03-14	124.47
2012-03-15	122.73
2012-03-16	126.06
2012-03-19	125.28
2012-03-20	124.05
2012-03-21	124.07
2012-03-22	123.32
2012-03-23	125.11
2012-03-26	125.73
2012-03-27	125.2
2012-03-28	124.25
2012-03-29	122.56
2012-03-30	122.92
2012-04-02	125.36
2012-04-03	124.98
2012-04-04	122.69
2012-04-05	123.3
2012-04-09	121.97
2012-04-10	119.39
2012-04-11	119.79
2012-04-12	121.53
2012-04-13	121.39
2012-04-16	118.44
2012-04-17	118.71
2012-04-18	118.2
2012-04-19	118.12
2012-04-20	118.85
2012-04-23	118.71
2012-04-24	118.45
2012-04-25	119.17
2012-04-26	119.58
2012-04-27	119.64
2012-04-30	119.42
2012-05-01	119.72
2012-05-02	118.33
2012-05-03	115.98
2012-05-04	113.47
2012-05-07	113.44
2012-05-08	113.23
2012-05-09	112.7
2012-05-10	112.24
2012-05-11	112.06
2012-05-14	110.33
2012-05-15	111.03
2012-05-16	109.34
2012-05-17	106.86
2012-05-18	107.14
2012-05-21	109.33
2012-05-22	108.25
2012-05-23	106.16
2012-05-24	106.84
2012-05-25	106.75
2012-05-28	107.28
2012-05-29	106.86
2012-05-30	103.17
2012-05-31	101.64
2012-06-01	98.75
2012-06-04	99
2012-06-05	98.65
2012-06-06	100.92
2012-06-07	99.17
2012-06-08	99.95
2012-06-11	96.25
2012-06-12	97.16
2012-06-13	96.53
2012-06-14	97.81
2012-06-15	97.53
2012-06-18	95.73
2012-06-19	95.79
2012-06-20	92.66
2012-06-21	89.23
2012-06-22	91.39
2012-06-25	91.36
2012-06-26	93.19
2012-06-27	93.78
2012-06-28	92
2012-06-29	97.62
2012-07-02	97.35
2012-07-03	100.67
2012-07-04	99.72
2012-07-05	100.03
2012-07-06	97.83
2012-07-09	100.31
2012-07-10	97.92
2012-07-11	100.68
2012-07-12	100.64
2012-07-13	102.69
2012-07-16	103.14
2012-07-17	103.58
2012-07-18	105.54
2012-07-19	107.54
2012-07-20	106.71
2012-07-23	103.27
2012-07-24	103.05
2012-07-25	104.64
2012-07-26	105.33
2012-07-27	106.55
2012-07-30	106.05
2012-07-31	104.59
2012-08-01	105.81
2012-08-02	105.87
2012-08-03	109.01
2012-08-06	109.56
2012-08-07	111.69
2012-08-08	112.03
2012-08-09	113.3
2012-08-10	113.38
2012-08-13	111.58
2012-08-14	112.08
2012-08-15	114.48
2012-08-16	114.4
2012-08-17	113.73
2012-08-20	113.61
2012-08-21	114.86
2012-08-22	115.03
2012-08-23	114.44
2012-08-24	113.47
2012-08-27	112.59
2012-08-28	112.4
2012-08-29	112.78
2012-08-30	112.79
2012-08-31	114.88
2012-09-03	115.78
2012-09-04	114.17
2012-09-05	113.78
2012-09-06	112.6
2012-09-07	114.54
2012-09-10	114.26
2012-09-11	114.41
2012-09-12	115.25
2012-09-13	115.73
2012-09-14	116.7
2012-09-17	113.59
2012-09-18	111.67
2012-09-19	108.22
2012-09-20	110.56
2012-09-21	111.56
2012-09-24	109.79
2012-09-25	109.95
2012-09-26	110.11
2012-09-27	112.47
2012-09-28	112.14
2012-10-01	112.23
2012-10-02	111.29
2012-10-03	108.08
2012-10-04	112.25
2012-10-05	111.9
2012-10-08	112.07
2012-10-09	114.42
2012-10-10	114.51
2012-10-11	115.72
2012-10-12	114.56
2012-10-15	114.47
2012-10-16	113.7
2012-10-17	113.21
2012-10-18	112.47
2012-10-19	110.14
2012-10-22	109.72
2012-10-23	108.25
2012-10-24	107.77
2012-10-25	108.56
2012-10-26	109.61
2012-10-29	109.29
2012-10-30	108.96
2012-10-31	108.47
2012-11-01	108.15
2012-11-02	105.75
2012-11-05	107.81
2012-11-06	111.03
2012-11-07	106.75
2012-11-08	107.08
2012-11-09	109.4
2012-11-12	107.84
2012-11-13	107.19
2012-11-14	108.7
2012-11-15	107.69
2012-11-16	109.18
2012-11-19	111.56
2012-11-20	110.47
2012-11-21	111.05
2012-11-22	110.41
2012-11-23	111.34
2012-11-26	110.78
2012-11-27	109.92
2012-11-28	109.69
2012-11-29	110.42
2012-11-30	111.19
2012-12-03	110.92
2012-12-04	109.82
2012-12-05	108.8
2012-12-06	107.06
2012-12-07	107.15
2012-12-10	106.29
2012-12-11	106.82
2012-12-12	108.01
2012-12-13	106.5
2012-12-14	108.21
2012-12-17	107.89
2012-12-18	108.95
2012-12-19	110.07
2012-12-20	110.22
2012-12-21	109.1
2012-12-24	109.08
2012-12-26	110.73
2012-12-27	110.93
2012-12-28	110.46
2012-12-31	111.27
2013-01-02	112.17
2013-01-03	111.89
2013-01-04	111.42
2013-01-07	111.58
2013-01-08	112.04
2013-01-09	111.66
2013-01-10	111.8
2013-01-11	110.58
2013-01-14	111.08
2013-01-15	109.63
2013-01-16	109.92
2013-01-17	110.93
2013-01-18	111.81
2013-01-21	111.8
2013-01-22	112.48
2013-01-23	112.83
2013-01-24	113.36
2013-01-25	113.46
2013-01-28	113.43
2013-01-29	114.22
2013-01-30	114.92
2013-01-31	115.6
2013-02-01	116.52
2013-02-04	115.54
2013-02-05	116.47
2013-02-06	116.89
2013-02-07	117.63
2013-02-08	118.89
2013-02-11	117.23
2013-02-12	117.78
2013-02-13	118.02
2013-02-14	118.03
2013-02-15	117.92
2013-02-18	117.42
2013-02-19	117.23
2013-02-20	115.14
2013-02-21	113.7
2013-02-22	114.25
2013-02-25	113.43
2013-02-26	112.97
2013-02-27	111.97
2013-02-28	110.97
2013-03-01	110.62
2013-03-04	110.08
2013-03-05	111.84
2013-03-06	110.99
2013-03-07	110.87
2013-03-08	110.65
2013-03-11	109.51
2013-03-12	109.17
2013-03-13	108.15
2013-03-14	109.34
2013-03-15	110.08
2013-03-18	109.52
2013-03-19	107.52
2013-03-20	108.52
2013-03-21	107.22
2013-03-22	107.61
2013-03-25	108.15
2013-03-26	109.39
